source,source_id,title,date,artist,medium,classification,object_url,download_url,high_res_url,license_status,original_path,photopainter_bmp_path,preview_jpg_path,original_sha256
artic,1939.2132,"Empress Jito (Jito Tenno) from the series ""One Hundred Poems as Explained by the Wet Nurse (Hyakunin isshu uba ga etoki)""",c. 1835,"Katsushika Hokusai 葛飾 北斎 
Japanese, 1760-1849",Color woodblock print; oban,woodblock print; print; asian art,https://www.artic.edu/artworks/110779,"https://www.artic.edu/iiif/2/737aafec-ec67-9388-9e47-c612f51ef2b1/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/737aafec-ec67-9388-9e47-c612f51ef2b1/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0086_artic_1939.2132_empress-jito-jito-tenno-from-the-series-one-hundred-poems-as-explained-by-the-we.jpg,hokusai_photopainter/photopainter_800x480_bmp/0086_artic_1939.2132_empress-jito-jito-tenno-from-the-series-one-hundred-poems-as-explained-by-the-we.bmp,hokusai_photopainter/preview_800x480_jpg/0086_artic_1939.2132_empress-jito-jito-tenno-from-the-series-one-hundred-poems-as-explained-by-the-we.jpg,048a899966f185b0de02503efee8928deebc3429aa7b5e72342dfd7d96c750d5
artic,1939.1125,Enoshima,Unknown,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849",Color woodblock print,woodblock print; print; asian art,https://www.artic.edu/artworks/33222,"https://www.artic.edu/iiif/2/7255fb2b-8240-c773-6dc5-afcd1b43e494/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/7255fb2b-8240-c773-6dc5-afcd1b43e494/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0087_artic_1939.1125_enoshima.jpg,hokusai_photopainter/photopainter_800x480_bmp/0087_artic_1939.1125_enoshima.bmp,hokusai_photopainter/preview_800x480_jpg/0087_artic_1939.1125_enoshima.jpg,82741e76eb865907de76e30148adc388bc0e4fe442d38201adf8baf4f3b857e3
artic,1925.3271,"Enoshima in Sagami Province (Soshu Enoshima), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",c. 1830/33,"Katsushika Hokusai 葛飾 北斎 
Japanese, 1760-1849",Color woodblock print; oban,woodblock print; print; asian art,https://www.artic.edu/artworks/24743,"https://www.artic.edu/iiif/2/d5e056cf-0f2e-1763-3109-dbd2afc02246/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/d5e056cf-0f2e-1763-3109-dbd2afc02246/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0088_artic_1925.3271_enoshima-in-sagami-province-soshu-enoshima-from-the-series-thirty-six-views-of-m.jpg,hokusai_photopainter/photopainter_800x480_bmp/0088_artic_1925.3271_enoshima-in-sagami-province-soshu-enoshima-from-the-series-thirty-six-views-of-m.bmp,hokusai_photopainter/preview_800x480_jpg/0088_artic_1925.3271_enoshima-in-sagami-province-soshu-enoshima-from-the-series-thirty-six-views-of-m.jpg,a75a9d5aed6697bda3fca6b74e892c3b709ba09d24b77e093ce7daa3f2cb1e17
artic,1925.3270,"Enoshima Island in Sagami Province (Soshu Enoshima), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",c. 1830/33,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849
Publisher: Hibino Yohachi
Japanese, unknown",Color woodblock print; oban,woodblock print; print; asian art,https://www.artic.edu/artworks/24739,"https://www.artic.edu/iiif/2/13e10a27-6435-113b-6c0f-e378198711e9/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/13e10a27-6435-113b-6c0f-e378198711e9/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0089_artic_1925.3270_enoshima-island-in-sagami-province-soshu-enoshima-from-the-series-thirty-six-vie.jpg,hokusai_photopainter/photopainter_800x480_bmp/0089_artic_1925.3270_enoshima-island-in-sagami-province-soshu-enoshima-from-the-series-thirty-six-vie.bmp,hokusai_photopainter/preview_800x480_jpg/0089_artic_1925.3270_enoshima-island-in-sagami-province-soshu-enoshima-from-the-series-thirty-six-vie.jpg,dcab276d3f87c67a64f9ca61fd0f0d83aeca563e82e9fe3c5e811f4a56a5bb92
artic,1900.679,"Evening Bell at Mii (Mii no bansho), from the series Eight Views of Omi in Etching Style (Doban Omi hakkei)",1804/16,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849",Color woodblock print; horizontal koban,woodblock print; print; asian art,https://www.artic.edu/artworks/57279,"https://www.artic.edu/iiif/2/55e1c9da-d686-d5a8-810c-6757392cf800/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/55e1c9da-d686-d5a8-810c-6757392cf800/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0090_artic_1900.679_evening-bell-at-mii-mii-no-bansho-from-the-series-eight-views-of-omi-in-etching.jpg,hokusai_photopainter/photopainter_800x480_bmp/0090_artic_1900.679_evening-bell-at-mii-mii-no-bansho-from-the-series-eight-views-of-omi-in-etching.bmp,hokusai_photopainter/preview_800x480_jpg/0090_artic_1900.679_evening-bell-at-mii-mii-no-bansho-from-the-series-eight-views-of-omi-in-etching.jpg,bd81af320d11ae4ac6708299b23cbbed93232ad49e73bd2cc33cf98bf37dd922
artic,1968.335,Evening bell at Mii Temple,Unknown,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849",Color woodblock print,woodblock print; print; asian art,https://www.artic.edu/artworks/29490,"https://www.artic.edu/iiif/2/357f26b4-b483-0860-9209-73c5d0612bc6/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/357f26b4-b483-0860-9209-73c5d0612bc6/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0091_artic_1968.335_evening-bell-at-mii-temple.jpg,hokusai_photopainter/photopainter_800x480_bmp/0091_artic_1968.335_evening-bell-at-mii-temple.bmp,hokusai_photopainter/preview_800x480_jpg/0091_artic_1968.335_evening-bell-at-mii-temple.jpg,448cc9f91fff41f3d45cf12f493d977ebdc17ee79447e666d26dc13d4d80d27b
artic,1925.3380,"Evening Glow at Jungai (Jungai sekisho), from the series ""Eight Views of the Ryukyu Islands (Ryukyu hakkei)""",c. 1832,"Katsushika Hokusai 葛飾 北斎 
Japanese, 1760-1849",Color woodblock print; oban,woodblock print; print; asian art,https://www.artic.edu/artworks/25140,"https://www.artic.edu/iiif/2/d6d67d2a-8405-8567-0d63-10face6fb9e0/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/d6d67d2a-8405-8567-0d63-10face6fb9e0/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0092_artic_1925.3380_evening-glow-at-jungai-jungai-sekisho-from-the-series-eight-views-of-the-ryukyu.jpg,hokusai_photopainter/photopainter_800x480_bmp/0092_artic_1925.3380_evening-glow-at-jungai-jungai-sekisho-from-the-series-eight-views-of-the-ryukyu.bmp,hokusai_photopainter/preview_800x480_jpg/0092_artic_1925.3380_evening-glow-at-jungai-jungai-sekisho-from-the-series-eight-views-of-the-ryukyu.jpg,db7c3e9f80a6618182aa26fd424fea2728cbe486428a71977a57757c04181511
artic,1900.682,"Evening Glow at Seta (Seta no sekisho), from the series Eight Views of Omi in Etching Style (Doban Omi hakkei)",1804/16,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849",Color woodblock print; horizontal koban,woodblock print; print; asian art,https://www.artic.edu/artworks/57282,"https://www.artic.edu/iiif/2/c9c42bde-bf6f-4a7b-dba9-97326798a124/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/c9c42bde-bf6f-4a7b-dba9-97326798a124/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0093_artic_1900.682_evening-glow-at-seta-seta-no-sekisho-from-the-series-eight-views-of-omi-in-etchi.jpg,hokusai_photopainter/photopainter_800x480_bmp/0093_artic_1900.682_evening-glow-at-seta-seta-no-sekisho-from-the-series-eight-views-of-omi-in-etchi.bmp,hokusai_photopainter/preview_800x480_jpg/0093_artic_1900.682_evening-glow-at-seta-seta-no-sekisho-from-the-series-eight-views-of-omi-in-etchi.jpg,7713bbfe26d3acc68ad72a03a8ffe09ff56de74eadadf61ba5a14a74b30ca0cb
artic,1925.3201,"Evening Glow for Date no Yosaku and Seki no Koman, from the untitled series known as ""Eight Views of Tragic Lovers (Michiyuki hakkei)""",1801–04,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849",Color woodblock print; chuban,woodblock print; print; asian art,https://www.artic.edu/artworks/24458,"https://www.artic.edu/iiif/2/323bc9a6-400c-06cc-7a1d-0e3771dd6814/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/323bc9a6-400c-06cc-7a1d-0e3771dd6814/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0094_artic_1925.3201_evening-glow-for-date-no-yosaku-and-seki-no-koman-from-the-untitled-series-known.jpg,hokusai_photopainter/photopainter_800x480_bmp/0094_artic_1925.3201_evening-glow-for-date-no-yosaku-and-seki-no-koman-from-the-untitled-series-known.bmp,hokusai_photopainter/preview_800x480_jpg/0094_artic_1925.3201_evening-glow-for-date-no-yosaku-and-seki-no-koman-from-the-untitled-series-known.jpg,ace475806d169ba0acba6dbd1c8adf69baa6d6c79fd99565baf2a9230ece7024
artic,1925.3378,"Evening Moon at Izumizaki (Izumizaki yagetsu), from the series ""Eight Views of the Ryukyu Islands (Ryukyu hakkei)""",c. 1832,"Katsushika Hokusai 葛飾 北斎 
Japanese, 1760-1849",Color woodblock print; oban,woodblock print; print; asian art,https://www.artic.edu/artworks/25134,"https://www.artic.edu/iiif/2/710a8080-7750-2d6b-2d28-195e781539cc/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/710a8080-7750-2d6b-2d28-195e781539cc/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0095_artic_1925.3378_evening-moon-at-izumizaki-izumizaki-yagetsu-from-the-series-eight-views-of-the-r.jpg,hokusai_photopainter/photopainter_800x480_bmp/0095_artic_1925.3378_evening-moon-at-izumizaki-izumizaki-yagetsu-from-the-series-eight-views-of-the-r.bmp,hokusai_photopainter/preview_800x480_jpg/0095_artic_1925.3378_evening-moon-at-izumizaki-izumizaki-yagetsu-from-the-series-eight-views-of-the-r.jpg,3ebffc6d64565db90514216ec1c827ffc3676f1a0cef83997e244ac2ac2af4e8
artic,1990.607.129,"Evening Moon at Izumizaki (Izumizaki yagetsu), from the series “Eight Views of Ryukyu Islands (Ryukyu hakkei)”",c. 1832,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760–1849",Color woodblock print,woodblock print; print,https://www.artic.edu/artworks/196808,"https://www.artic.edu/iiif/2/195c51dc-4950-331d-ee31-a9cc9498b449/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/195c51dc-4950-331d-ee31-a9cc9498b449/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0096_artic_1990.607.129_evening-moon-at-izumizaki-izumizaki-yagetsu-from-the-series-eight-views-of-ryuky.jpg,hokusai_photopainter/photopainter_800x480_bmp/0096_artic_1990.607.129_evening-moon-at-izumizaki-izumizaki-yagetsu-from-the-series-eight-views-of-ryuky.bmp,hokusai_photopainter/preview_800x480_jpg/0096_artic_1990.607.129_evening-moon-at-izumizaki-izumizaki-yagetsu-from-the-series-eight-views-of-ryuky.jpg,9d5faec2cec45f885cc417a4e9f8e3490af6e797a73861142098da026f8cf29d
artic,1932.18,"Farewell Gift for the Horse (Uma no Senbetsu), from the series ""A Selection of Horses (Uma-zukushi)""",1822,"Katsushika Hokusai 葛飾 北斎 
Japanese, 1760–1849","Color woodblock print; shikishiban, surimono",woodblock print; print; asian art,https://www.artic.edu/artworks/86732,"https://www.artic.edu/iiif/2/67c36003-595a-1528-a894-1337e299aa50/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/67c36003-595a-1528-a894-1337e299aa50/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0097_artic_1932.18_farewell-gift-for-the-horse-uma-no-senbetsu-from-the-series-a-selection-of-horse.jpg,hokusai_photopainter/photopainter_800x480_bmp/0097_artic_1932.18_farewell-gift-for-the-horse-uma-no-senbetsu-from-the-series-a-selection-of-horse.bmp,hokusai_photopainter/preview_800x480_jpg/0097_artic_1932.18_farewell-gift-for-the-horse-uma-no-senbetsu-from-the-series-a-selection-of-horse.jpg,059d0695317a0340aea2b17da620e2131f588fee450064146dd08d7ec42fecb5
artic,1925.3305,Ferry boat,n.d.,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","Color woodblock print; nagaban, surimono",woodblock print; print; asian art,https://www.artic.edu/artworks/24874,"https://www.artic.edu/iiif/2/ab7447d3-8bf8-4a7d-57d9-f96648b2b270/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/ab7447d3-8bf8-4a7d-57d9-f96648b2b270/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0098_artic_1925.3305_ferry-boat.jpg,hokusai_photopainter/photopainter_800x480_bmp/0098_artic_1925.3305_ferry-boat.bmp,hokusai_photopainter/preview_800x480_jpg/0098_artic_1925.3305_ferry-boat.jpg,38c7b54b7a5a4de4ebbf2cdaa620d593722f08020aca535150c4646a340ca80c
artic,1938.616,"Ferry boat on the Sumida River, illustration for the Capital Shell (Miyako-gai), from the series ""A Matching Game with Genroku-period Poem Shells (Genroku kasen kai awase)""",1821,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","Color woodblock print; shikishiban, surimono",woodblock print; print; asian art,https://www.artic.edu/artworks/88642,"https://www.artic.edu/iiif/2/e246a689-b885-17a7-6f10-7190d48d4ad1/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/e246a689-b885-17a7-6f10-7190d48d4ad1/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0099_artic_1938.616_ferry-boat-on-the-sumida-river-illustration-for-the-capital-shell-miyako-gai-fro.jpg,hokusai_photopainter/photopainter_800x480_bmp/0099_artic_1938.616_ferry-boat-on-the-sumida-river-illustration-for-the-capital-shell-miyako-gai-fro.bmp,hokusai_photopainter/preview_800x480_jpg/0099_artic_1938.616_ferry-boat-on-the-sumida-river-illustration-for-the-capital-shell-miyako-gai-fro.jpg,0b00973a0210b18ef39b48c87bbe8e3f585cf200dee170aaf704610d31e3a953
artic,1925.3207,Ferryboat,c. 1798,"Katsushika Hokusai 葛飾 北斎 
Japanese, 1760-1849",Color woodblock print,woodblock print; print; asian art,https://www.artic.edu/artworks/24483,"https://www.artic.edu/iiif/2/498ad265-8b90-388a-4b91-2c24fc73926d/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/498ad265-8b90-388a-4b91-2c24fc73926d/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0100_artic_1925.3207_ferryboat.jpg,hokusai_photopainter/photopainter_800x480_bmp/0100_artic_1925.3207_ferryboat.bmp,hokusai_photopainter/preview_800x480_jpg/0100_artic_1925.3207_ferryboat.jpg,c8aa15730f7d812bfd485a57cd7e5789c244ec94dc350d22baaba98be7d72587
artic,1928.1131,Festival float of Tsutsui Jomyo fighting Ichirai Hoshi on the Uji Bridge,1820,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","Color woodblock print; shikishiban, surimono",woodblock print; print; asian art,https://www.artic.edu/artworks/89611,"https://www.artic.edu/iiif/2/4bdb9e6b-4b40-b63d-3e15-22551d742945/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/4bdb9e6b-4b40-b63d-3e15-22551d742945/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0101_artic_1928.1131_festival-float-of-tsutsui-jomyo-fighting-ichirai-hoshi-on-the-uji-bridge.jpg,hokusai_photopainter/photopainter_800x480_bmp/0101_artic_1928.1131_festival-float-of-tsutsui-jomyo-fighting-ichirai-hoshi-on-the-uji-bridge.bmp,hokusai_photopainter/preview_800x480_jpg/0101_artic_1928.1131_festival-float-of-tsutsui-jomyo-fighting-ichirai-hoshi-on-the-uji-bridge.jpg,bcbf60983e0b0868f5950df988bf5528718a2682fcd9a4041f02cacbe0d43821
artic,1983.583,"Fishing Boats at Choshi in Shimosa (Soshu Choshi) from the series ""One Thousand Pictures of the Ocean (Chie no umi)""",c. 1833/34,"Katsushika Hokusai 葛飾 北斎 
Japanese, 1760-1849","Color woodblock print, chuban
Chuban size",print; asian art,https://www.artic.edu/artworks/100627,"https://www.artic.edu/iiif/2/36b4069d-1129-ae14-d4b3-ae9af261cf0c/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/36b4069d-1129-ae14-d4b3-ae9af261cf0c/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0102_artic_1983.583_fishing-boats-at-choshi-in-shimosa-soshu-choshi-from-the-series-one-thousand-pic.jpg,hokusai_photopainter/photopainter_800x480_bmp/0102_artic_1983.583_fishing-boats-at-choshi-in-shimosa-soshu-choshi-from-the-series-one-thousand-pic.bmp,hokusai_photopainter/preview_800x480_jpg/0102_artic_1983.583_fishing-boats-at-choshi-in-shimosa-soshu-choshi-from-the-series-one-thousand-pic.jpg,0108bb5198e1c1b4af443be696f208368d37d03e2fec99e0ec8b4ead21c7858f
artic,1983.581,"Fishing by Torch in Kai Province (Koshu hiburi) from the series ""One Thousand Pictures of the Ocean (Chie no umi)""",c. 1833/34,"Katsushika Hokusai 葛飾 北斎 
Japanese, 1760-1849",Color woodblock print; chuban,print; asian art,https://www.artic.edu/artworks/100625,"https://www.artic.edu/iiif/2/bc1eda72-6ceb-1fff-5b10-e8c31ccf25ab/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/bc1eda72-6ceb-1fff-5b10-e8c31ccf25ab/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0103_artic_1983.581_fishing-by-torch-in-kai-province-koshu-hiburi-from-the-series-one-thousand-pictu.jpg,hokusai_photopainter/photopainter_800x480_bmp/0103_artic_1983.581_fishing-by-torch-in-kai-province-koshu-hiburi-from-the-series-one-thousand-pictu.bmp,hokusai_photopainter/preview_800x480_jpg/0103_artic_1983.581_fishing-by-torch-in-kai-province-koshu-hiburi-from-the-series-one-thousand-pictu.jpg,e56261c5910a5b2f88f14a9bd788e0f6027f2205390056fcbf8637ae04a3e8d9
artic,1925.2973,"Flatfish, scorpion fish, and shells, from an untitled series of chuban prints",c. 1831,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849",Color woodblock print; chuban,woodblock print; print; asian art,https://www.artic.edu/artworks/23683,"https://www.artic.edu/iiif/2/029717e6-2e80-3b0e-e39a-5dce1b337414/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/029717e6-2e80-3b0e-e39a-5dce1b337414/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0104_artic_1925.2973_flatfish-scorpion-fish-and-shells-from-an-untitled-series-of-chuban-prints.jpg,hokusai_photopainter/photopainter_800x480_bmp/0104_artic_1925.2973_flatfish-scorpion-fish-and-shells-from-an-untitled-series-of-chuban-prints.bmp,hokusai_photopainter/preview_800x480_jpg/0104_artic_1925.2973_flatfish-scorpion-fish-and-shells-from-an-untitled-series-of-chuban-prints.jpg,3a0b5a29415b3ec735bd610c32c39a0614cea72cba082444628b365463d60ce1
artic,1925.3307,Flowers and spring greens in a hat,c. 1801,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","Color woodblock print; ebangire, surimono",woodblock print; print; asian art,https://www.artic.edu/artworks/24880,"https://www.artic.edu/iiif/2/3f6e94a9-3e29-2d85-4e5c-1d61ed8edac6/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/3f6e94a9-3e29-2d85-4e5c-1d61ed8edac6/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0105_artic_1925.3307_flowers-and-spring-greens-in-a-hat.jpg,hokusai_photopainter/photopainter_800x480_bmp/0105_artic_1925.3307_flowers-and-spring-greens-in-a-hat.bmp,hokusai_photopainter/preview_800x480_jpg/0105_artic_1925.3307_flowers-and-spring-greens-in-a-hat.jpg,590494e2d0d8409279c4141153f8ed83ae1744b7ec106eb753ac55349ac40725
artic,1939.1182,"Flowers, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",c. 1814,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849",Color woodblock print (album sheet),woodblock print; print; asian art,https://www.artic.edu/artworks/33409,"https://www.artic.edu/iiif/2/cae4a745-569d-a66e-264a-7e4f0f297d88/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/cae4a745-569d-a66e-264a-7e4f0f297d88/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0106_artic_1939.1182_flowers-from-the-picture-book-of-realistic-paintings-of-hokusai-hokusai-shashin.jpg,hokusai_photopainter/photopainter_800x480_bmp/0106_artic_1939.1182_flowers-from-the-picture-book-of-realistic-paintings-of-hokusai-hokusai-shashin.bmp,hokusai_photopainter/preview_800x480_jpg/0106_artic_1939.1182_flowers-from-the-picture-book-of-realistic-paintings-of-hokusai-hokusai-shashin.jpg,12360ba9f83489ea6648759319fb8b8777d701c8d790ff893b6bbfe19c8fc261
artic,1939.1174,"Fox, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",c. 1814,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849",Color woodblock print (album sheet),woodblock print; print; asian art,https://www.artic.edu/artworks/33386,"https://www.artic.edu/iiif/2/3a14e0a9-e6a6-d25a-a978-365341d27888/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/3a14e0a9-e6a6-d25a-a978-365341d27888/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0107_artic_1939.1174_fox-from-the-picture-book-of-realistic-paintings-of-hokusai-hokusai-shashin-gafu.jpg,hokusai_photopainter/photopainter_800x480_bmp/0107_artic_1939.1174_fox-from-the-picture-book-of-realistic-paintings-of-hokusai-hokusai-shashin-gafu.bmp,hokusai_photopainter/preview_800x480_jpg/0107_artic_1939.1174_fox-from-the-picture-book-of-realistic-paintings-of-hokusai-hokusai-shashin-gafu.jpg,026cda3ab94940ccbe2024a6ea2a40116770ed50d1d2aaa784c2bb9d8f14cc5b
artic,1936.279,"Freshly-Picked Flowers in a Traveler’s Hat, illustration for ""The Thousand-grasses Shell,"" from the series A Matching Game with Genroku-period Poem Shells (Genroku kasen kai awase)""",1821,"Katsushika Hokusai (Japanese, 1760–1849)",Color woodblock print; surimono shikishiban,woodblock print; print; asian art,https://www.artic.edu/artworks/22913,"https://www.artic.edu/iiif/2/bba6fd6c-e6ae-127c-d9fe-6de3db4ea833/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/bba6fd6c-e6ae-127c-d9fe-6de3db4ea833/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0108_artic_1936.279_freshly-picked-flowers-in-a-travelers-hat-illustration-for-the-thousand-grasses.jpg,hokusai_photopainter/photopainter_800x480_bmp/0108_artic_1936.279_freshly-picked-flowers-in-a-travelers-hat-illustration-for-the-thousand-grasses.bmp,hokusai_photopainter/preview_800x480_jpg/0108_artic_1936.279_freshly-picked-flowers-in-a-travelers-hat-illustration-for-the-thousand-grasses.jpg,cb48d33dc8f91661411a52e8a775b842d9bb592d215cb3e2339a72fa1d4e418e
artic,1925.2926,"Frogs in a Cage Before a Painted Screen, illustration for The Dry-Shallows Shell (Minasegai), from the series ""A Matching Game with Genroku-period Poem Shells (Genroku kasen kai awase)""",1821,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760–1849",Color woodblock print with metallic pigments; surimono shikishiban,woodblock print; print; asian art,https://www.artic.edu/artworks/23540,"https://www.artic.edu/iiif/2/28c2634a-6e55-5f16-646f-9eeaeea5d9f1/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/28c2634a-6e55-5f16-646f-9eeaeea5d9f1/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0109_artic_1925.2926_frogs-in-a-cage-before-a-painted-screen-illustration-for-the-dry-shallows-shell.jpg,hokusai_photopainter/photopainter_800x480_bmp/0109_artic_1925.2926_frogs-in-a-cage-before-a-painted-screen-illustration-for-the-dry-shallows-shell.bmp,hokusai_photopainter/preview_800x480_jpg/0109_artic_1925.2926_frogs-in-a-cage-before-a-painted-screen-illustration-for-the-dry-shallows-shell.jpg,f3d39bc7ef1462ba0f7da7d6a839c2d8b83bba8390a8e00d7a5f027f32116d95
artic,1928.1082,"Frontispiece to the illustrated album ""Thirty-six Immortal Women Poets"" (""Nishikizuri onna sanjurokkasen"")",1801,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849",Color woodblock print; surimono,woodblock print; print; asian art,https://www.artic.edu/artworks/89484,"https://www.artic.edu/iiif/2/e2de2b5a-0aa2-26d2-81aa-a26683bf7e57/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/e2de2b5a-0aa2-26d2-81aa-a26683bf7e57/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0110_artic_1928.1082_frontispiece-to-the-illustrated-album-thirty-six-immortal-women-poets-nishikizur.jpg,hokusai_photopainter/photopainter_800x480_bmp/0110_artic_1928.1082_frontispiece-to-the-illustrated-album-thirty-six-immortal-women-poets-nishikizur.bmp,hokusai_photopainter/preview_800x480_jpg/0110_artic_1928.1082_frontispiece-to-the-illustrated-album-thirty-six-immortal-women-poets-nishikizur.jpg,6a2eb9eac99ce3576559855c022e67ff989296ec3921a1b5939a5463cd961e61
artic,1925.2984,"Fuchu, from an untitled series of the fifty-three stations of the Tokaido",c. 1804,"Katsushika Hokusai 葛飾 北斎 
Japanese, 1760-1849",Color woodblock print; kokonotsugiri-ban,woodblock print; print; asian art,https://www.artic.edu/artworks/23712,"https://www.artic.edu/iiif/2/32fdebbd-abac-abbf-3e85-c20a3ee60310/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/32fdebbd-abac-abbf-3e85-c20a3ee60310/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0111_artic_1925.2984_fuchu-from-an-untitled-series-of-the-fifty-three-stations-of-the-tokaido.jpg,hokusai_photopainter/photopainter_800x480_bmp/0111_artic_1925.2984_fuchu-from-an-untitled-series-of-the-fifty-three-stations-of-the-tokaido.bmp,hokusai_photopainter/preview_800x480_jpg/0111_artic_1925.2984_fuchu-from-an-untitled-series-of-the-fifty-three-stations-of-the-tokaido.jpg,c0f1fa275afcb450cdb898341a6f175b9cbc18f9dd1863b6b365506ca7410294
artic,1929.517,"Fuchu, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""",c. 1806,"Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849",Color woodblock print; chuban,woodblock print; print; asian art,https://www.artic.edu/artworks/2927,"https://www.artic.edu/iiif/2/ab78f8fe-4b2f-5d02-cc13-45cd1dfef372/full/1686,/0/default.jpg",https://www.artic.edu/iiif/2/ab78f8fe-4b2f-5d02-cc13-45cd1dfef372/full/full/0/default.jpg,public_domain,hokusai_photopainter/originals/artic/0112_artic_1929.517_fuchu-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi.jpg,hokusai_photopainter/photopainter_800x480_bmp/0112_artic_1929.517_fuchu-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi.bmp,hokusai_photopainter/preview_800x480_jpg/0112_artic_1929.517_fuchu-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi.jpg,8b6adf00b613e2e33779c0bc5a50bc536e05f43952a57d143daa125fc602e706
